0,Date,city,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow,latitude,longitude
8092,27/02/2015,Cobar,18.7,35.1,0.0,11.6,,,,ESE,SSE,9.0,13.0,38.0,12.0,1008.3,1005.6,0.0,1.0,25.1,33.7,No,0.0,No,-31.462928179493765,145.83279949207966
8093,28/02/2015,Cobar,23.4,37.4,0.0,9.4,,NE,26.0,NE,NE,17.0,9.0,40.0,14.0,1006.7,1004.2,3.0,2.0,27.0,36.2,No,0.0,No,-31.462928179493765,145.83279949207966
8094,01/03/2015,Cobar,24.2,34.9,0.0,10.6,,SSW,43.0,NNW,SSW,13.0,22.0,44.0,27.0,1006.4,1006.9,1.0,1.0,30.0,33.5,No,0.0,No,-31.462928179493765,145.83279949207966
8095,02/03/2015,Cobar,17.2,37.2,0.0,13.4,,E,31.0,E,NE,17.0,7.0,46.0,25.0,1011.9,1008.8,1.0,2.0,22.4,35.4,No,0.0,No,-31.462928179493765,145.83279949207966
8096,03/03/2015,Cobar,22.4,37.9,0.0,9.2,,SW,39.0,NE,SW,17.0,22.0,47.0,21.0,1011.8,1009.6,0.0,1.0,26.8,36.1,No,0.0,No,-31.462928179493765,145.83279949207966
8097,04/03/2015,Cobar,21.0,35.1,0.0,13.6,,S,50.0,SSE,SW,11.0,15.0,19.0,17.0,1013.6,1010.8,1.0,2.0,26.7,33.4,No,0.0,No,-31.462928179493765,145.83279949207966
8098,05/03/2015,Cobar,17.9,26.5,0.0,14.0,,SW,54.0,SSW,SSW,30.0,22.0,48.0,17.0,1014.5,1012.5,1.0,2.0,19.1,25.3,No,0.0,No,-31.462928179493765,145.83279949207966
8099,06/03/2015,Cobar,11.5,27.0,0.0,11.2,,WSW,39.0,SSW,SW,19.0,24.0,22.0,8.0,1013.6,1010.7,1.0,2.0,17.3,25.7,No,0.0,No,-31.462928179493765,145.83279949207966
8100,07/03/2015,Cobar,13.8,30.2,0.0,9.2,,SW,30.0,ESE,SSW,9.0,9.0,39.0,26.0,1011.7,1009.3,1.0,2.0,21.4,28.2,No,0.0,No,-31.462928179493765,145.83279949207966
8101,08/03/2015,Cobar,18.5,33.2,0.0,8.4,,S,50.0,SE,S,13.0,15.0,41.0,18.0,1011.8,1009.3,1.0,1.0,22.6,30.7,No,0.0,No,-31.462928179493765,145.83279949207966
8102,09/03/2015,Cobar,18.2,34.5,0.0,9.2,,SW,33.0,SSW,SSW,9.0,13.0,29.0,14.0,1012.0,1010.0,0.0,5.0,23.2,32.9,No,0.0,No,-31.462928179493765,145.83279949207966
8103,10/03/2015,Cobar,20.2,36.0,0.0,10.0,,SSE,31.0,SE,SSW,13.0,9.0,26.0,12.0,1013.9,1010.8,2.0,1.0,24.3,35.3,No,0.0,No,-31.462928179493765,145.83279949207966
8104,11/03/2015,Cobar,21.9,35.2,0.0,11.6,,WSW,35.0,NE,SE,20.0,9.0,56.0,32.0,1014.1,1011.2,0.0,5.0,24.9,32.9,No,0.0,No,-31.462928179493765,145.83279949207966
8105,12/03/2015,Cobar,19.1,34.4,0.0,8.8,,SW,41.0,W,SSW,6.0,9.0,56.0,21.0,1014.7,1012.3,1.0,1.0,24.8,32.3,No,0.0,No,-31.462928179493765,145.83279949207966
8106,13/03/2015,Cobar,16.8,30.7,0.0,12.6,,SW,39.0,SSE,SW,13.0,15.0,31.0,15.0,1016.3,1013.5,1.0,1.0,19.9,29.1,No,0.0,No,-31.462928179493765,145.83279949207966
8107,14/03/2015,Cobar,17.6,32.3,0.0,10.4,,ENE,31.0,NE,SE,22.0,9.0,55.0,39.0,1016.4,1012.2,0.0,1.0,20.7,30.3,No,0.0,No,-31.462928179493765,145.83279949207966
8108,15/03/2015,Cobar,16.6,31.9,0.0,6.8,,WSW,43.0,SSW,SW,6.0,24.0,22.0,18.0,1010.5,1008.9,1.0,1.0,21.7,30.6,No,0.0,No,-31.462928179493765,145.83279949207966
8109,16/03/2015,Cobar,17.3,31.9,0.0,12.0,,NE,39.0,E,E,22.0,13.0,51.0,21.0,1013.3,1010.0,1.0,1.0,19.9,31.1,No,0.0,No,-31.462928179493765,145.83279949207966
8110,17/03/2015,Cobar,19.9,29.1,0.0,10.0,,NNE,37.0,E,N,11.0,15.0,34.0,40.0,1010.9,1007.6,7.0,7.0,23.1,27.2,No,0.0,No,-31.462928179493765,145.83279949207966
8111,18/03/2015,Cobar,21.4,33.9,0.0,6.6,,W,46.0,SSW,W,13.0,28.0,33.0,22.0,1005.9,1005.2,1.0,0.0,26.3,32.7,No,0.0,No,-31.462928179493765,145.83279949207966
8112,19/03/2015,Cobar,19.0,37.9,0.0,10.4,,NW,33.0,ENE,NW,17.0,9.0,40.0,15.0,1011.4,1009.1,0.0,1.0,24.2,35.6,No,0.0,No,-31.462928179493765,145.83279949207966
8113,20/03/2015,Cobar,23.3,30.7,0.0,13.0,,SW,46.0,SSW,SW,26.0,24.0,38.0,21.0,1014.1,1014.0,2.0,2.0,23.5,30.6,No,0.0,No,-31.462928179493765,145.83279949207966
8114,21/03/2015,Cobar,14.1,31.8,0.0,12.0,,E,46.0,S,E,15.0,13.0,35.0,28.0,1018.5,1016.0,1.0,1.0,17.0,29.3,No,0.0,No,-31.462928179493765,145.83279949207966
8115,22/03/2015,Cobar,16.9,32.9,0.0,8.6,,E,39.0,E,ESE,20.0,11.0,56.0,33.0,1017.6,1013.8,1.0,1.0,21.4,31.6,No,0.0,No,-31.462928179493765,145.83279949207966
8116,23/03/2015,Cobar,21.3,35.5,0.0,9.8,,NNE,35.0,NE,WNW,24.0,9.0,51.0,22.0,1014.0,1010.0,2.0,3.0,24.1,33.5,No,0.0,No,-31.462928179493765,145.83279949207966
8117,24/03/2015,Cobar,20.8,28.2,0.0,9.4,,SW,43.0,S,SW,20.0,26.0,39.0,27.0,1012.3,1011.8,5.0,1.0,21.6,26.9,No,0.0,No,-31.462928179493765,145.83279949207966
8118,25/03/2015,Cobar,10.0,24.2,0.0,10.4,,WNW,41.0,SSE,SW,9.0,13.0,43.0,20.0,1017.8,1015.7,1.0,1.0,14.2,22.2,No,0.0,No,-31.462928179493765,145.83279949207966
8119,26/03/2015,Cobar,10.5,23.4,0.0,5.4,,SW,43.0,SSW,SW,7.0,20.0,33.0,25.0,1020.8,1020.4,1.0,1.0,15.5,22.9,No,0.0,No,-31.462928179493765,145.83279949207966
8120,27/03/2015,Cobar,8.8,23.4,0.0,7.8,,S,33.0,S,SW,11.0,20.0,40.0,24.0,1024.9,1021.5,0.0,1.0,13.0,21.6,No,0.0,No,-31.462928179493765,145.83279949207966
8121,28/03/2015,Cobar,10.9,26.4,0.0,6.4,,SE,30.0,ESE,S,13.0,11.0,40.0,21.0,1023.7,1020.3,1.0,5.0,16.5,24.7,No,0.0,No,-31.462928179493765,145.83279949207966
8122,29/03/2015,Cobar,12.8,29.2,0.0,6.8,,S,24.0,E,E,13.0,9.0,24.0,14.0,1021.7,1020.0,7.0,7.0,19.7,28.7,No,0.0,No,-31.462928179493765,145.83279949207966
8123,30/03/2015,Cobar,15.2,30.9,0.0,7.6,,WSW,30.0,S,W,9.0,11.0,41.0,17.0,1022.5,1019.2,6.0,3.0,18.4,28.8,No,0.0,No,-31.462928179493765,145.83279949207966
8124,31/03/2015,Cobar,16.1,29.8,0.0,6.0,,SE,31.0,E,W,11.0,2.0,35.0,16.0,1022.3,1019.3,0.0,1.0,21.0,29.2,No,0.0,No,-31.462928179493765,145.83279949207966
8125,01/04/2015,Cobar,17.0,30.9,0.0,9.0,,ENE,30.0,ENE,N,19.0,11.0,57.0,26.0,1020.7,1016.9,1.0,6.0,20.7,29.6,No,0.0,No,-31.462928179493765,145.83279949207966
8126,02/04/2015,Cobar,20.6,30.2,0.0,7.0,,N,33.0,NNE,ESE,20.0,17.0,48.0,41.0,1018.1,1016.3,6.0,7.0,23.0,27.0,No,0.8,No,-31.462928179493765,145.83279949207966
8127,03/04/2015,Cobar,18.8,26.5,0.8,5.4,,E,41.0,ESE,S,13.0,11.0,49.0,34.0,1018.6,1017.3,7.0,8.0,19.2,24.6,No,0.0,No,-31.462928179493765,145.83279949207966
8128,04/04/2015,Cobar,17.4,27.4,0.0,4.0,,SSE,33.0,ESE,SSE,11.0,7.0,79.0,45.0,1016.7,1012.6,3.0,7.0,19.4,25.6,No,1.4,Yes,-31.462928179493765,145.83279949207966
8129,05/04/2015,Cobar,13.8,27.5,1.4,3.8,,W,35.0,ENE,S,4.0,9.0,75.0,31.0,1012.3,1007.9,1.0,2.0,19.7,26.1,Yes,4.4,Yes,-31.462928179493765,145.83279949207966
8130,06/04/2015,Cobar,15.5,26.7,4.4,5.0,,WNW,39.0,N,WNW,4.0,24.0,93.0,37.0,1007.3,1002.2,7.0,6.0,16.5,25.7,Yes,0.0,No,-31.462928179493765,145.83279949207966
8131,07/04/2015,Cobar,10.2,16.7,0.0,6.4,,W,44.0,W,W,22.0,22.0,66.0,39.0,1012.7,1013.5,6.0,7.0,11.5,15.6,No,0.2,No,-31.462928179493765,145.83279949207966
8132,08/04/2015,Cobar,10.3,21.0,0.2,5.0,,SW,43.0,WSW,SSW,20.0,20.0,60.0,23.0,1021.7,1020.0,1.0,1.0,12.6,20.3,No,0.0,No,-31.462928179493765,145.83279949207966
8133,09/04/2015,Cobar,8.5,23.8,0.0,4.0,,SW,39.0,SSW,SW,9.0,17.0,57.0,23.0,1023.5,1019.0,0.0,0.0,14.8,22.5,No,0.0,No,-31.462928179493765,145.83279949207966
8134,10/04/2015,Cobar,10.5,24.4,0.0,7.0,,ESE,24.0,E,SSW,13.0,7.0,53.0,23.0,1022.1,1019.3,6.0,7.0,16.3,23.4,No,0.0,No,-31.462928179493765,145.83279949207966
8135,11/04/2015,Cobar,12.9,26.9,0.0,4.4,,E,24.0,ENE,NW,17.0,9.0,52.0,24.0,1020.6,1016.8,1.0,1.0,18.8,26.2,No,0.0,No,-31.462928179493765,145.83279949207966
8136,12/04/2015,Cobar,13.7,26.5,0.0,4.4,,E,20.0,NE,SSW,9.0,9.0,43.0,19.0,1019.2,1016.1,7.0,7.0,19.7,26.0,No,0.0,No,-31.462928179493765,145.83279949207966
8137,13/04/2015,Cobar,14.0,27.8,0.0,4.8,,ENE,24.0,E,ENE,13.0,7.0,43.0,22.0,1020.4,1016.7,7.0,6.0,20.7,27.5,No,0.0,No,-31.462928179493765,145.83279949207966
8138,14/04/2015,Cobar,19.1,31.9,0.0,6.0,,ENE,30.0,ENE,N,20.0,11.0,38.0,20.0,1019.2,1016.4,1.0,7.0,22.0,30.4,No,0.0,No,-31.462928179493765,145.83279949207966
8139,15/04/2015,Cobar,20.5,29.6,0.0,9.2,,NNE,30.0,NNE,WSW,17.0,11.0,37.0,28.0,1020.9,1020.1,7.0,7.0,25.5,28.9,No,0.0,No,-31.462928179493765,145.83279949207966
8140,16/04/2015,Cobar,17.4,33.8,0.0,5.4,,SW,41.0,NNE,WNW,9.0,9.0,48.0,24.0,1023.4,1019.1,3.0,7.0,24.5,32.9,No,0.6,No,-31.462928179493765,145.83279949207966
8141,17/04/2015,Cobar,19.7,32.6,0.6,,,ESE,43.0,E,NNE,20.0,28.0,51.0,17.0,1021.5,1015.0,8.0,,20.9,31.8,No,0.0,No,-31.462928179493765,145.83279949207966
8142,18/04/2015,Cobar,20.6,22.2,0.0,16.4,,NNE,44.0,S,NNW,17.0,11.0,66.0,90.0,1016.4,1015.6,8.0,8.0,22.0,18.0,No,2.6,Yes,-31.462928179493765,145.83279949207966
8143,19/04/2015,Cobar,12.0,17.4,2.6,1.0,,SW,43.0,SSW,S,15.0,24.0,85.0,32.0,1022.9,1023.3,8.0,2.0,14.3,17.1,Yes,0.0,No,-31.462928179493765,145.83279949207966
8144,20/04/2015,Cobar,5.2,13.4,0.0,4.2,,S,56.0,SSW,S,20.0,26.0,63.0,55.0,1027.6,1024.5,2.0,7.0,9.8,11.8,No,8.8,Yes,-31.462928179493765,145.83279949207966
8145,21/04/2015,Cobar,8.8,18.4,8.8,1.6,,SSE,37.0,S,SSE,17.0,20.0,67.0,40.0,1024.7,1022.0,6.0,2.0,11.3,17.8,Yes,0.0,No,-31.462928179493765,145.83279949207966
8146,22/04/2015,Cobar,8.2,21.8,0.0,5.2,,SW,37.0,SW,S,17.0,17.0,54.0,31.0,1020.4,1015.8,6.0,1.0,14.0,21.7,No,0.0,No,-31.462928179493765,145.83279949207966
8147,23/04/2015,Cobar,10.1,23.6,0.0,4.8,,SSW,26.0,WSW,WSW,9.0,15.0,57.0,37.0,1015.1,1010.9,1.0,7.0,15.7,22.4,No,0.0,No,-31.462928179493765,145.83279949207966
8148,24/04/2015,Cobar,12.7,23.6,0.0,4.4,,WSW,35.0,W,WNW,13.0,22.0,64.0,35.0,1010.5,1007.5,5.0,1.0,17.6,22.4,No,0.0,No,-31.462928179493765,145.83279949207966
8149,25/04/2015,Cobar,11.2,19.6,0.0,4.8,,WSW,59.0,WNW,NW,13.0,24.0,60.0,34.0,1009.2,1006.9,1.0,8.0,15.0,17.7,No,1.0,No,-31.462928179493765,145.83279949207966
8150,26/04/2015,Cobar,7.3,17.9,1.0,5.0,,SW,41.0,WSW,WSW,19.0,28.0,89.0,42.0,1017.9,1017.6,7.0,1.0,10.8,16.8,No,0.0,No,-31.462928179493765,145.83279949207966
8151,27/04/2015,Cobar,6.5,17.5,0.0,1.8,,SSW,31.0,S,SW,19.0,15.0,57.0,36.0,1023.4,1021.1,1.0,0.0,11.9,16.6,No,0.0,No,-31.462928179493765,145.83279949207966
8152,28/04/2015,Cobar,6.3,18.3,0.0,4.4,,SE,28.0,S,SE,9.0,15.0,55.0,31.0,1025.9,1022.5,5.0,1.0,12.5,17.5,No,0.0,No,-31.462928179493765,145.83279949207966
8153,29/04/2015,Cobar,5.5,22.1,0.0,4.4,,E,33.0,E,NNE,19.0,15.0,60.0,20.0,1025.8,1022.2,0.0,1.0,14.3,20.8,No,0.0,No,-31.462928179493765,145.83279949207966
8154,30/04/2015,Cobar,13.0,19.0,0.0,4.2,,E,35.0,E,NE,22.0,15.0,69.0,49.0,1024.9,1022.3,7.0,7.0,14.8,18.3,No,0.0,No,-31.462928179493765,145.83279949207966
8155,01/05/2015,Cobar,12.6,23.3,0.0,2.0,,ENE,39.0,E,ESE,17.0,19.0,72.0,44.0,1023.6,1019.9,1.0,8.0,16.1,21.6,No,0.0,No,-31.462928179493765,145.83279949207966
8156,02/05/2015,Cobar,10.5,26.0,0.0,4.0,,S,28.0,SSE,S,13.0,17.0,60.0,37.0,1018.8,1014.6,2.0,7.0,17.2,24.8,No,0.0,No,-31.462928179493765,145.83279949207966
8157,03/05/2015,Cobar,11.6,24.8,0.0,4.0,,S,37.0,S,SSW,11.0,17.0,55.0,31.0,1017.8,1015.1,1.0,0.0,17.7,24.1,No,0.0,No,-31.462928179493765,145.83279949207966
8158,04/05/2015,Cobar,10.1,25.5,0.0,6.2,,W,28.0,ESE,WNW,9.0,13.0,43.0,20.0,1017.0,1013.3,0.0,0.0,17.4,25.2,No,0.0,No,-31.462928179493765,145.83279949207966
8159,05/05/2015,Cobar,11.2,27.0,0.0,4.2,,W,54.0,NNW,W,22.0,26.0,38.0,27.0,1011.2,1009.3,1.0,0.0,21.1,24.8,No,0.0,No,-31.462928179493765,145.83279949207966
8160,06/05/2015,Cobar,7.4,18.3,0.0,8.6,,SW,31.0,SSW,WSW,11.0,17.0,46.0,29.0,1020.3,1018.6,0.0,0.0,11.9,17.7,No,0.0,No,-31.462928179493765,145.83279949207966
8161,07/05/2015,Cobar,6.8,18.3,0.0,4.4,,WSW,39.0,SSW,WSW,11.0,20.0,57.0,27.0,1023.8,1021.7,7.0,1.0,11.9,17.8,No,0.0,No,-31.462928179493765,145.83279949207966
8162,08/05/2015,Cobar,5.2,17.8,0.0,4.0,,SW,28.0,S,SW,13.0,17.0,61.0,34.0,1024.4,1020.5,0.0,1.0,11.5,17.6,No,0.0,No,-31.462928179493765,145.83279949207966
8163,09/05/2015,Cobar,4.0,18.8,0.0,3.2,,W,28.0,WSW,WNW,9.0,13.0,55.0,33.0,1022.4,1018.8,1.0,1.0,12.2,18.2,No,0.0,No,-31.462928179493765,145.83279949207966
8164,10/05/2015,Cobar,7.4,20.5,0.0,4.0,,WNW,48.0,WNW,WNW,15.0,24.0,43.0,29.0,1018.0,1013.9,1.0,2.0,15.1,20.0,No,0.0,No,-31.462928179493765,145.83279949207966
8165,11/05/2015,Cobar,10.2,19.5,0.0,5.0,,SW,33.0,WSW,SW,19.0,19.0,69.0,45.0,1019.4,1017.8,7.0,2.0,13.9,19.2,No,0.0,No,-31.462928179493765,145.83279949207966
8166,12/05/2015,Cobar,11.2,21.0,0.0,4.2,,WSW,37.0,NW,WSW,11.0,17.0,59.0,38.0,1020.3,1016.6,7.0,6.0,15.6,20.0,No,0.0,No,-31.462928179493765,145.83279949207966
8167,13/05/2015,Cobar,9.4,13.7,0.0,4.4,,SSW,52.0,SW,SW,26.0,30.0,54.0,28.0,1023.2,1024.6,5.0,4.0,10.2,12.6,No,0.0,No,-31.462928179493765,145.83279949207966
8168,14/05/2015,Cobar,3.0,16.2,0.0,5.0,,SSW,39.0,SSW,SSW,17.0,20.0,63.0,26.0,1032.3,1029.8,0.0,0.0,7.9,15.6,No,0.0,No,-31.462928179493765,145.83279949207966
8169,15/05/2015,Cobar,4.7,19.5,0.0,2.8,,SSE,52.0,SSE,S,17.0,11.0,65.0,31.0,1032.7,1028.9,0.0,0.0,10.5,19.1,No,0.0,No,-31.462928179493765,145.83279949207966
8170,16/05/2015,Cobar,8.2,22.0,0.0,4.2,,E,30.0,E,E,19.0,13.0,54.0,33.0,1033.0,1029.7,1.0,1.0,14.7,21.9,No,0.0,No,-31.462928179493765,145.83279949207966
8171,17/05/2015,Cobar,9.0,23.1,0.0,4.2,,ENE,33.0,ENE,ESE,22.0,7.0,63.0,36.0,1032.3,1028.8,2.0,3.0,15.1,22.1,No,0.0,No,-31.462928179493765,145.83279949207966
8172,18/05/2015,Cobar,11.4,24.1,0.0,4.6,,ENE,28.0,ENE,NE,13.0,17.0,55.0,38.0,1027.9,1022.5,5.0,5.0,17.1,22.5,No,5.4,Yes,-31.462928179493765,145.83279949207966
8173,19/05/2015,Cobar,14.5,22.5,5.4,0.2,,WSW,43.0,NE,WNW,15.0,17.0,86.0,66.0,1017.5,1013.4,5.0,5.0,16.4,21.1,Yes,7.6,Yes,-31.462928179493765,145.83279949207966
8174,20/05/2015,Cobar,12.9,20.2,7.6,3.4,,WSW,46.0,WNW,WSW,9.0,11.0,73.0,63.0,1016.7,1016.2,1.0,8.0,17.5,18.6,Yes,0.2,No,-31.462928179493765,145.83279949207966
8175,21/05/2015,Cobar,8.6,15.4,0.2,1.2,,WSW,37.0,S,SW,9.0,17.0,89.0,95.0,1019.8,1018.4,4.0,7.0,12.1,11.3,No,25.6,Yes,-31.462928179493765,145.83279949207966
8176,22/05/2015,Cobar,8.1,13.6,25.6,2.6,,SW,31.0,SW,SW,19.0,17.0,89.0,79.0,1024.0,1024.2,8.0,2.0,9.0,12.4,Yes,0.0,No,-31.462928179493765,145.83279949207966
8177,23/05/2015,Cobar,5.3,18.4,0.0,1.2,,ESE,24.0,SE,E,9.0,9.0,71.0,42.0,1029.7,1027.2,1.0,3.0,11.2,18.1,No,0.0,No,-31.462928179493765,145.83279949207966
8178,24/05/2015,Cobar,6.2,18.6,0.0,2.0,,NE,28.0,E,E,13.0,11.0,63.0,47.0,1030.2,1028.4,4.0,7.0,11.9,17.9,No,0.0,No,-31.462928179493765,145.83279949207966
8179,25/05/2015,Cobar,8.4,21.2,0.0,2.0,,NE,24.0,NE,E,15.0,6.0,54.0,40.0,1030.9,1027.1,3.0,7.0,13.4,20.5,No,0.0,No,-31.462928179493765,145.83279949207966
8180,26/05/2015,Cobar,11.3,19.4,0.0,3.2,,NE,20.0,NE,NNE,15.0,9.0,69.0,49.0,1028.7,1025.2,7.0,5.0,14.3,19.0,No,0.0,No,-31.462928179493765,145.83279949207966
8181,27/05/2015,Cobar,12.1,16.2,0.0,1.6,,ENE,20.0,NNE,SSE,9.0,4.0,79.0,81.0,1024.3,1022.0,7.0,7.0,13.4,16.0,No,3.6,Yes,-31.462928179493765,145.83279949207966
8182,28/05/2015,Cobar,12.6,21.4,3.6,6.6,,NNE,30.0,NNE,N,13.0,15.0,87.0,49.0,1023.1,1019.5,7.0,7.0,15.1,20.9,Yes,6.8,Yes,-31.462928179493765,145.83279949207966
8183,29/05/2015,Cobar,14.5,18.0,6.8,2.4,,N,17.0,WSW,SW,9.0,6.0,96.0,72.0,1023.9,1022.2,8.0,7.0,14.8,18.0,Yes,0.0,No,-31.462928179493765,145.83279949207966
8184,30/05/2015,Cobar,13.6,14.5,0.0,1.0,,E,19.0,E,S,11.0,9.0,82.0,97.0,1022.9,1019.9,8.0,8.0,14.0,13.7,No,18.8,Yes,-31.462928179493765,145.83279949207966
8185,31/05/2015,Cobar,10.8,13.5,18.8,0.2,,SW,22.0,S,S,11.0,11.0,97.0,70.0,1019.2,1017.4,8.0,1.0,11.1,13.1,Yes,3.2,Yes,-31.462928179493765,145.83279949207966
8186,01/06/2015,Cobar,7.7,12.1,3.2,6.0,,SSW,37.0,SSW,S,17.0,17.0,76.0,33.0,1022.2,1023.1,2.0,0.0,10.0,11.7,Yes,0.0,No,-31.462928179493765,145.83279949207966
8187,02/06/2015,Cobar,0.9,11.7,0.0,2.6,,SSW,50.0,SSE,SSW,15.0,13.0,67.0,46.0,1027.8,1024.6,5.0,6.0,5.6,11.3,No,0.0,No,-31.462928179493765,145.83279949207966
8188,03/06/2015,Cobar,0.8,11.9,0.0,1.4,,SSW,20.0,SSE,SW,9.0,9.0,80.0,54.0,1024.1,1022.1,7.0,2.0,5.2,11.6,No,0.0,No,-31.462928179493765,145.83279949207966
8189,04/06/2015,Cobar,1.8,14.4,0.0,1.8,,NW,26.0,NE,WNW,6.0,13.0,75.0,45.0,1023.5,1020.1,1.0,0.0,7.9,14.2,No,0.0,No,-31.462928179493765,145.83279949207966
8190,05/06/2015,Cobar,6.7,13.4,0.0,3.0,,WNW,31.0,SW,SW,17.0,13.0,84.0,65.0,1022.1,1022.9,1.0,7.0,9.4,13.0,No,0.0,No,-31.462928179493765,145.83279949207966
8191,06/06/2015,Cobar,7.5,16.2,0.0,1.4,,S,20.0,SE,E,9.0,6.0,67.0,51.0,1029.8,1027.9,2.0,,11.0,16.1,No,0.0,No,-31.462928179493765,145.83279949207966
8192,07/06/2015,Cobar,4.9,19.0,0.0,1.0,,NW,26.0,ENE,NNW,9.0,13.0,72.0,44.0,1029.8,1026.0,5.0,1.0,11.6,18.4,No,0.0,No,-31.462928179493765,145.83279949207966
8193,08/06/2015,Cobar,8.6,21.4,0.0,2.2,,NW,30.0,N,WNW,9.0,13.0,69.0,32.0,1026.1,1022.4,6.0,3.0,12.9,21.0,No,0.0,No,-31.462928179493765,145.83279949207966
8194,09/06/2015,Cobar,7.5,18.8,0.0,2.6,,SSW,22.0,W,SSW,7.0,13.0,62.0,47.0,1025.2,1023.6,1.0,1.0,12.8,18.4,No,0.0,No,-31.462928179493765,145.83279949207966
8195,10/06/2015,Cobar,7.2,14.8,0.0,2.2,,SE,30.0,S,SSE,11.0,13.0,71.0,38.0,1030.5,1028.8,1.0,0.0,9.8,14.6,No,0.0,No,-31.462928179493765,145.83279949207966
8196,11/06/2015,Cobar,5.4,20.6,0.0,2.6,,ENE,31.0,ENE,E,17.0,13.0,74.0,48.0,1031.9,1030.0,1.0,4.0,12.4,20.0,No,0.0,No,-31.462928179493765,145.83279949207966
8197,12/06/2015,Cobar,9.5,18.8,0.0,3.8,,E,26.0,E,ESE,17.0,9.0,72.0,48.0,1032.2,1028.5,6.0,7.0,12.2,18.2,No,0.0,No,-31.462928179493765,145.83279949207966
8198,13/06/2015,Cobar,9.8,20.3,0.0,1.8,,NNE,31.0,NE,NNE,17.0,11.0,74.0,48.0,1028.9,1025.2,6.0,6.0,11.9,19.2,No,0.0,No,-31.462928179493765,145.83279949207966
8199,14/06/2015,Cobar,11.6,21.4,0.0,3.4,,NE,31.0,NE,ENE,20.0,19.0,57.0,51.0,1025.8,1022.3,6.0,7.0,15.8,20.1,No,0.0,No,-31.462928179493765,145.83279949207966
8200,15/06/2015,Cobar,14.4,15.5,0.0,2.8,,ENE,31.0,ENE,ENE,20.0,17.0,73.0,96.0,1022.0,1019.1,8.0,8.0,14.5,15.2,No,20.0,Yes,-31.462928179493765,145.83279949207966
8201,16/06/2015,Cobar,12.3,17.5,20.0,0.6,,NNE,22.0,NE,E,11.0,7.0,98.0,88.0,1018.3,1014.2,8.0,7.0,15.1,17.4,Yes,7.6,Yes,-31.462928179493765,145.83279949207966
8202,17/06/2015,Cobar,11.6,15.4,7.6,1.0,,WNW,31.0,WNW,WNW,15.0,19.0,86.0,79.0,1014.2,1013.1,7.0,7.0,12.3,14.4,Yes,6.8,Yes,-31.462928179493765,145.83279949207966
8203,18/06/2015,Cobar,9.7,14.2,6.8,0.4,,W,20.0,NW,WSW,7.0,11.0,99.0,69.0,1017.9,1015.9,7.0,7.0,11.1,13.9,Yes,1.8,Yes,-31.462928179493765,145.83279949207966
8204,19/06/2015,Cobar,8.4,11.5,1.8,1.4,,WSW,26.0,SSW,SSW,11.0,11.0,92.0,79.0,1020.3,1020.3,7.0,8.0,9.4,11.3,Yes,0.0,No,-31.462928179493765,145.83279949207966
8205,20/06/2015,Cobar,4.4,13.1,0.0,1.0,,WSW,20.0,S,SSW,9.0,9.0,94.0,53.0,1025.4,1023.5,5.0,2.0,6.7,12.9,No,0.2,No,-31.462928179493765,145.83279949207966
8206,21/06/2015,Cobar,2.5,14.8,0.2,1.8,,NE,28.0,E,E,9.0,11.0,72.0,42.0,1027.9,1025.5,0.0,1.0,8.4,14.1,No,0.0,No,-31.462928179493765,145.83279949207966
8207,22/06/2015,Cobar,4.4,16.4,0.0,1.8,,NNE,33.0,NE,NNE,13.0,13.0,66.0,44.0,1027.5,1024.0,1.0,5.0,10.1,16.2,No,0.0,No,-31.462928179493765,145.83279949207966
8208,23/06/2015,Cobar,8.2,20.0,0.0,2.2,,NE,31.0,NE,NNE,17.0,17.0,69.0,49.0,1024.2,1020.9,1.0,5.0,12.2,19.6,No,8.6,Yes,-31.462928179493765,145.83279949207966
8209,24/06/2015,Cobar,11.6,14.4,8.6,1.2,,W,33.0,NE,WSW,9.0,11.0,97.0,87.0,1021.3,1019.4,8.0,7.0,11.6,13.5,Yes,5.0,Yes,-31.462928179493765,145.83279949207966
8210,25/06/2015,Cobar,10.2,13.2,5.0,2.4,,SSW,35.0,SW,SSW,15.0,17.0,92.0,70.0,1026.7,1027.2,7.0,7.0,10.2,12.5,Yes,0.2,No,-31.462928179493765,145.83279949207966
8211,26/06/2015,Cobar,3.9,17.5,0.2,2.4,,SSE,26.0,SSE,,11.0,0.0,84.0,54.0,1032.9,1030.3,1.0,1.0,6.7,17.3,No,0.0,No,-31.462928179493765,145.83279949207966
8212,27/06/2015,Cobar,5.5,17.4,0.0,2.0,,E,19.0,S,S,7.0,9.0,89.0,45.0,1033.5,1030.8,,1.0,9.2,16.9,No,0.2,No,-31.462928179493765,145.83279949207966
8213,28/06/2015,Cobar,3.5,10.0,0.2,1.0,,ESE,19.0,SE,S,11.0,9.0,99.0,87.0,1033.5,1031.4,8.0,8.0,4.3,9.6,No,0.4,No,-31.462928179493765,145.83279949207966
